threshold,cost_won,recall,precision,f1
0.88,296000000,0.5647058823529412,1.0,0.7218045112781954
0.885,312000000,0.5411764705882353,1.0,0.7022900763358778
0.89,312000000,0.5411764705882353,1.0,0.7022900763358778
0.895,320000000,0.5294117647058824,1.0,0.6923076923076923
0.9,344000000,0.49411764705882355,1.0,0.6614173228346457
0.905,352000000,0.4823529411764706,1.0,0.6507936507936508
0.91,352000000,0.4823529411764706,1.0,0.6507936507936508
0.915,360000000,0.47058823529411764,1.0,0.64
0.92,368000000,0.4588235294117647,1.0,0.6290322580645161
0.925,384000000,0.43529411764705883,1.0,0.6065573770491803
0.93,400000000,0.4117647058823529,1.0,0.5833333333333334
0.935,424000000,0.3764705882352941,1.0,0.5470085470085471
0.9400000000000001,432000000,0.36470588235294116,1.0,0.5344827586206896
0.9450000000000001,440000000,0.35294117647058826,1.0,0.5217391304347826
0.9500000000000001,472000000,0.3058823529411765,1.0,0.46846846846846846
0.9550000000000001,496000000,0.27058823529411763,1.0,0.42592592592592593
0.9600000000000001,536000000,0.21176470588235294,1.0,0.34951456310679613
0.9650000000000001,560000000,0.17647058823529413,1.0,0.3
0.97,600000000,0.11764705882352941,1.0,0.21052631578947367
0.975,648000000,0.047058823529411764,1.0,0.0898876404494382
0.98,656000000,0.03529411764705882,1.0,0.06818181818181818
0.985,680000000,0.0,0.0,0.0
0.99,680000000,0.0,0.0,0.0
